Prince Rupert Airport,Prince Pupert,Canada,YPR,54.2860984802,-130.445007324
Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,58.7672004699707,-111.116996765137
Muskoka Airport,Muskoka,Canada,YQA,44.9747009277344,-79.3032989501953
Quebec Jean Lesage International Airport,Quebec,Canada,YQB,46.7911,-71.393303
Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,52.1822013854981,-113.893997192383
Windsor Airport,Windsor,Canada,YQG,42.2756004333496,-82.9555969238281
Watson Lake Airport,Watson Lake,Canada,YQH,60.1164016723633,-128.822006225586
Kenora Airport,Kenora,Canada,YQK,49.7882995605469,-94.3630981445313
Lethbridge County Airport,Lethbridge,Canada,YQL,49.6302986145,-112.800003052
Greater Moncton International Airport,Moncton,Canada,YQM,46.1122016906738,-64.678596496582
Comox Airport,Comox,Canada,YQQ,49.7108001708984,-124.887001037598
Regina International Airport,Regina,Canada,YQR,50.4319000244141,-104.666000366211
Thunder Bay Airport,Thunder Bay,Canada,YQT,48.3718986511231,-89.3238983154297
Grande Prairie Airport,Grande Prairie,Canada,YQU,55.1796989441,-118.885002136
Yorkton Municipal Airport,Yorkton,Canada,YQV,51.2647018432617,-102.46199798584
North Battleford Airport,North Battleford,Canada,YQW,52.7691993713379,-108.244003295898
Gander International Airport,Gander,Canada,YQX,48.9369010925293,-54.5680999755859
Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,46.1614,-60.047798
Quesnel Airport,Quesnel,Canada,YQZ,53.0261001586914,-122.51000213623
Resolute Bay Airport,Resolute,Canada,YRB,74.7169036865,-94.9693984985
Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,47.7644004821777,-69.5847015380859
Roberval Airport,Roberval,Canada,YRJ,48.5200004577637,-72.2656021118164
Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,52.4296989441,-114.903999329
Rankin Inlet Airport,Rankin Inlet,Canada,YRT,62.8114013672,-92.1157989502
Sudbury Airport,Sudbury,Canada,YSB,46.625,-80.7988967895508
Sherbrooke Airport,Sherbrooke,Canada,YSC,45.4385986328125,-71.6913986206055
Saint John Airport,St. John,Canada,YSJ,45.3161010742187,-65.8902969360352
Fort Smith Airport,Fort Smith,Canada,YSM,60.0203018188477,-111.96199798584
Nanisivik Airport,Nanisivik,Canada,YSR,72.982201,-84.613602
Summerside Airport,Summerside,Canada,YSU,46.440601348877,-63.8335990905762
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,71.9938964844,-125.242996216
Cape Dorset Airport,Cape Dorset,Canada,YTE,64.2300033569,-76.5267028809
Thompson Airport,Thompson,Canada,YTH,55.8011016845703,-97.8641967773438
CFB Trenton,Trenton,Canada,YTR,44.1189002990723,-77.5280990600586
Timmins/Victor M. Power,Timmins,Canada,YTS,48.5696983337,-81.376701355
Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,43.627499,-79.396202
Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,69.4332962036133,-133.026000976563
Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.4706001282,-73.7407989502
Repulse Bay Airport,Repulse Bay,Canada,YUT,66.5214004517,-86.2247009277
Hall Beach Airport,Hall Beach,Canada,YUX,68.7761001587,-81.2425
Rouyn Noranda Airport,Rouyn,Canada,YUY,48.2061004638672,-78.8356018066406
La Ronge Airport,La Ronge,Canada,YVC,55.1514015198,-105.262001038
Vermilion Airport,Vermillion,Canada,YVG,53.3558006287,-110.823997498
Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,67.5457992554,-64.0314025879
Val-d'Or Airport,Val D'or,Canada,YVO,48.0532989502,-77.7827987671
Kuujjuaq Airport,Quujjuaq,Canada,YVP,58.0960998535156,-68.4269027709961
Norman Wells Airport,Norman Wells,Canada,YVQ,65.2816009521484,-126.797996520996
Vancouver International Airport,Vancouver,Canada,YVR,49.193901062,-123.183998108
Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,55.8418998718,-108.417999268
Wiarton Airport,Wiarton,Canada,YVV,44.7458,-81.107201
Petawawa Airport,Petawawa,Canada,YWA,45.9522018432617,-77.3191986083984
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,49.9099998474,-97.2398986816
Wabush Airport,Wabush,Canada,YWK,52.9219017028809,-66.8644027709961
Williams Lake Airport,Williams Lake,Canada,YWL,52.1831016541,-122.054000854
Wrigley Airport,Wrigley,Canada,YWY,63.209400177002,-123.436996459961
Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,49.610801696777,-115.78199768066
Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,YXD,53.5724983215,-113.521003723
Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,52.1707992553711,-106.699996948242
Medicine Hat Airport,Medicine Hat,Canada,YXH,50.0189018249512,-110.721000671387
Fort St John Airport,Fort Saint John,Canada,YXJ,56.2380981445313,-120.73999786377
Sioux Lookout Airport,Sioux Lookout,Canada,YXL,50.113899230957,-91.9052963256836
Pangnirtung Airport,Pangnirtung,Canada,YXP,66.1449966431,-65.7136001587
Earlton (Timiskaming Regional) Airport,Earlton,Canada,YXR,47.6974006546,-79.8473453522
Prince George Airport,Prince George,Canada,YXS,53.8894004822,-122.679000854
Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,54.468498,-128.576009
London Airport,London,Canada,YXU,43.035599,-81.1539
Abbotsford Airport,Abbotsford,Canada,YXX,49.0252990722656,-122.361000061035
Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,60.7095985413,-135.067001343
North Bay Jack Garland Airport,North Bay,Canada,YYB,46.363602,-79.422798
Calgary International Airport,Calgary,Canada,YYC,51.113899231,-114.019996643
Smithers Airport,Smithers,Canada,YYD,54.8246994018555,-127.182998657227
Fort Nelson Airport,Fort Nelson,Canada,YYE,58.8363990784,-122.597000122
Penticton Airport,Penticton,Canada,YYF,49.4631004333496,-119.601997375488
Charlottetown Airport,Charlottetown,Canada,YYG,46.2900009155274,-63.1211013793945
Taloyoak Airport,Spence Bay,Canada,YYH,69.5466995239,-93.5766983032
Victoria International Airport,Victoria,Canada,YYJ,48.646900177,-123.426002502
Lynn Lake Airport,Lynn Lake,Canada,YYL,56.863899230957,-101.075996398926
Swift Current Airport,Swift Current,Canada,YYN,50.2919006348,-107.691001892
Churchill Airport,Churchill,Canada,YYQ,58.739200592041,-94.0650024414063
Goose Bay Airport,Goose Bay,Canada,YYR,53.3191986084,-60.4258003235
St. John's International Airport,St. John's,Canada,YYT,47.618598938,-52.7518997192
Kapuskasing Airport,Kapuskasing,Canada,YYU,49.4138984680176,-82.4674987792969
Armstrong Airport,Armstrong,Canada,YYW,50.2902984619141,-88.9096984863281
Mont Joli Airport,Mont Joli,Canada,YYY,48.6086006164551,-68.2080993652344
Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.6772003174,-79.6305999756
Downsview Airport,Toronto,Canada,YZD,43.7425003051758,-79.4655990600586
Gore Bay Manitoulin Airport,Gore Bay,Canada,YZE,45.8852996826172,-82.5678024291992
Yellowknife Airport,Yellowknife,Canada,YZF,62.4627990722656,-114.440002441406
Slave Lake Airport,Slave Lake,Canada,YZH,55.2930984497,-114.777000427
Sandspit Airport,Sandspit,Canada,YZP,53.2542991638,-131.813995361
Chris Hadfield Airport,Sarnia,Canada,YZR,42.9994010925293,-82.3088989257812
Port Hardy Airport,Port Hardy,Canada,YZT,50.6805992126465,-127.366996765137
Whitecourt Airport,Whitecourt,Canada,YZU,54.1439018249512,-115.787002563477
Sept-Îles Airport,Sept-iles,Canada,YZV,50.2233009338379,-66.2656021118164
Teslin Airport,Teslin,Canada,YZW,60.1727981567383,-132.74299621582
CFB Greenwood,Greenwood,Canada,YZX,44.9844017028809,-64.9169006347656
Faro Airport,Faro,Canada,ZFA,62.2075004577637,-133.376007080078
Fort Mcpherson Airport,Fort Mcpherson,Canada,ZFM,67.4075012207031,-134.860992431641
Blida Airport,Blida,Algeria,QLD,36.5036010742187,2.81416988372803
Bou Saada Airport,Bou Saada,Algeria,BUJ,35.3325004577637,4.20638990402222
Soummam Airport,Bejaja,Algeria,BJA,36.7120018005,5.06992006302
Houari Boumediene Airport,Algier,Algeria,ALG,36.6910018920898,3.21540999412537
Djanet Inedbirene Airport,Djanet,Algeria,DJG,24.292801,9.45244
Boufarik Airport,Boufarik,Algeria,\N,36.545799,2.87611
Reggane Airport,Reggan,Algeria,\N,26.7101,0.285647
Illizi Takhamalt Airport,Illizi,Algeria,VVZ,26.7234992981,8.62265014648
Ain Oussera Airport,Ain Oussera,Algeria,\N,35.5253982543945,2.8787100315094
Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,22.8115005493,5.45107984543
Jijel Ferhat Abbas Airport,Jijel,Algeria,GJL,36.7951011658,5.87361001968
Mecheria Airport,Mecheria,Algeria,MZW,33.535900116,-0.242353007197
Relizane Airport,Relizane,Algeria,\N,35.752201,0.626272
Rabah Bitat Airport,Annaba,Algeria,AAE,36.822201,7.809174
Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,36.2760009765625,6.62038993835449
Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE,35.4315986633,8.12071990967
Hassi R'Mel Airport,Tilrempt,Algeria,HRM,32.9304008483887,3.31153988838196
Bou Chekif Airport,Tiaret,Algeria,TID,35.3410987854,1.46315002441
Bou Sfer Airport,Bou Sfer,Algeria,\N,35.7354011535645,-0.805388987064362
Tindouf Airport,Tindouf,Algeria,TIN,27.7003993988,-8.1670999527
Ech Cheliff Airport,Ech-cheliff,Algeria,CFK,36.2126998901,1.33176994324
Tafaraoui Airport,Oran,Algeria,TAF,35.5424003601074,-0.532278001308441
Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM,35.0167007446,-1.45000004768
Es Senia Airport,Oran,Algeria,ORN,35.6239013672,-0.621182978153
Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,BFW,35.1717987061,-0.593275010586
Ghriss Airport,Ghriss,Algeria,MUW,35.2076988220215,0.147141993045807
Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,27.8376007080078,-0.186414003372192
Biskra Airport,Biskra,Algeria,BSK,34.7933006287,5.73823022842
El Golea Airport,El Golea,Algeria,ELG,30.5713005065918,2.85959005355835
Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,32.3841018676758,3.79411005973816
Oued Irara Airport,Hassi Messaoud,Algeria,HME,31.6730003357,6.14043998718
In Salah Airport,In Salah,Algeria,INZ,27.2509994507,2.51202011108
Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,33.067798614502,6.0886697769165
Laghouat Airport,Laghouat,Algeria,LOO,33.7644004822,2.92833995819
Timimoun Airport,Timimoun,Algeria,TMX,29.2371006012,0.276033014059
Ain el Beida Airport,Ouargla,Algeria,OGX,31.917200088501,5.41277980804443
In Aménas Airport,Zarzaitine,Algeria,IAM,28.0515,9.64291
Cadjehoun Airport,Cotonou,Benin,COO,6.3572301864624,2.38435006141663
Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,12.3532,-1.51242
Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY,11.1600999832153,-4.33096981048584
Kotoka International Airport,Accra,Ghana,ACC,5.60518980026245,-0.166786000132561
Tamale Airport,Tamale,Ghana,TML,9.55718994140625,-0.863214015960693
Wa Airport,Wa,Ghana,\N,10.0826997756958,-2.50768995285034
Sunyani Airport,Sunyani,Ghana,NYI,7.36183023452759,-2.32875990867615
Takoradi Airport,Takoradi,Ghana,TKD,4.8960599899292,-1.77476000785828
Port Bouet Airport,Abidjan,Cote d'Ivoire,ABJ,5.261390209198,-3.9262900352478
Bouaké Airport,Bouake,Cote d'Ivoire,BYK,7.73880004882813,-5.07366991043091
Daloa Airport,Daloa,Cote d'Ivoire,DJO,6.79280996322632,-6.47318983078003
Korhogo Airport,Korhogo,Cote d'Ivoire,HGO,9.38718032837,-5.55666017532
Man Airport,Man,Cote d'Ivoire,MJC,7.27206993103027,-7.58735990524292
San Pedro Airport,San Pedro,Cote d'Ivoire,SPY,4.74671983718872,-6.66082000732422
Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,ASK,6.9031701088,-5.36558008194
Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,9.00679016113281,7.26316976547241
Akure Airport,Akure,Nigeria,AKR,7.24673986434937,5.30101013183594
Benin Airport,Benin,Nigeria,BNI,6.31697988510132,5.59950017929077
Margaret Ekpo International Airport,Calabar,Nigeria,CBQ,4.97601985931397,8.34720039367676
Akanu Ibiam International Airport,Enugu,Nigeria,ENU,6.47426986694336,7.56196022033691
Gusau Airport,Gusau,Nigeria,\N,12.1717,6.69611
Ibadan Airport,Ibadan,Nigeria,IBA,7.36246013641357,3.97832989692688
Ilorin International Airport,Ilorin,Nigeria,ILR,8.44021034240723,4.49391984939575
Yakubu Gowon Airport,Jos,Nigeria,JOS,9.63982963562012,8.86905002593994
Kaduna Airport,Kaduna,Nigeria,KAD,10.6960000991821,7.32010984420776
Mallam Aminu International Airport,Kano,Nigeria,KAN,12.0476,8.52462
Maiduguri International Airport,Maiduguri,Nigeria,MIU,11.855299949646,13.0809001922607
Makurdi Airport,Makurdi,Nigeria,MDI,7.70388,8.61394
Murtala Muhammed International Airport,Lagos,Nigeria,LOS,6.57737016677856,3.32116007804871
Minna Airport,Minna,Nigeria,MXJ,9.65217018127441,6.4622597694397
Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC,5.01549005508423,6.94959020614624
Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,12.9162998199463,5.20719003677368
Yola Airport,Yola,Nigeria,YOL,9.25755023956299,12.4303998947144
Zaria Airport,Zaria,Nigeria,ZAR,11.1302,7.68581
Maradi Airport,Maradi,Niger,MFQ,13.5024995803833,7.12674999237061
Diori Hamani International Airport,Niamey,Niger,NIM,13.4815,2.18361
Tahoua Airport,Tahoua,Niger,THZ,14.8756999969482,5.26535987854004
Mano Dayak International Airport,Agadez,Niger,AJY,16.9659996032715,8.00010967254639
Dirkou Airport,Dirkou,Niger,\N,18.9687004089355,12.8687000274658
Diffa Airport,Diffa,Niger,\N,13.3729000091553,12.6267004013062
Zinder Airport,Zinder,Niger,ZND,13.7790002822876,8.98375988006592
Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MIR,35.7580986022949,10.7546997070313
Tunis Carthage International Airport,Tunis,Tunisia,TUN,36.851001739502,10.2271995544434
Sidi Ahmed Air Base,Bizerte,Tunisia,\N,37.245398,9.79145
Remada Air Base,Remada,Tunisia,\N,32.3061981201172,10.3821001052856
Gafsa Ksar International Airport,Gafsa,Tunisia,GAF,34.4220008850098,8.82250022888184
Gabès Matmata International Airport,Gabes,Tunisia,GAE,33.8768997192383,10.1033000946045
Borj El Amri Airport,Bordj El Amri,Tunisia,\N,36.7212982177734,9.94314956665039
Djerba Zarzis International Airport,Djerba,Tunisia,DJE,33.875,10.7755002975464
El Borma Airport,El Borma,Tunisia,EBM,31.7042999267578,9.25461959838867
Sfax Thyna International Airport,Sfax,Tunisia,SFA,34.7179985046387,10.6909999847412
Tozeur Nefta International Airport,Tozeur,Tunisia,TOE,33.9397010803223,8.11056041717529
Niamtougou International Airport,Niatougou,Togo,LRL,9.76733016967773,1.09124994277954
Lomé-Tokoin Airport,Lome,Togo,LFW,6.16560983657837,1.25451004505157
Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,51.1893997192,4.46027994156
Beauvechain Air Base,Beauvechain,Belgium,\N,50.7585983276367,4.76833009719849
Kleine Brogel Air Base,Kleine Brogel,Belgium,\N,51.168301,5.47
Brussels Airport,Brussels,Belgium,BRU,50.9014015198,4.48443984985
Jehonville Air Base,Bertrix,Belgium,\N,49.8917007446289,5.22388982772827
Brussels South Charleroi Airport,Charleroi,Belgium,CRL,50.459202,4.45382
Chièvres Air Base,Chievres,Belgium,\N,50.5758018493652,3.83100008964539
Koksijde Air Base,Koksijde,Belgium,\N,51.0903015136719,2.65278005599976
Florennes Air Base,Florennes,Belgium,\N,50.2433013916,4.64583015442
Wevelgem Airport,Kortrijk-vevelgem,Belgium,KJK,50.817199707,3.20472002029
Liège Airport,Liege,Belgium,LGG,50.6374015808106,5.44322013854981
Ostend-Bruges International Airport,Ostend,Belgium,OST,51.1988983154,2.8622200489
Zutendaal Air Base,Zutendaal,Belgium,\N,50.9474983215332,5.59055995941162
Brustem Airfield Sint Truiden,Sint-truiden,Belgium,\N,50.791901,5.20167
Saint Hubert Air Base,St.-hubert,Belgium,\N,50.0344009399414,5.44081020355225
Ursel Air Base,Ursel,Belgium,\N,51.1441993713379,3.47555994987488
Weelde Air Base,Weelde,Belgium,\N,51.3947982788086,4.96018981933594
Zoersel (Oostmalle) Airfield,Zoersel,Belgium,OBL,51.264702,4.75333
Flugplatz Bautzen,Bautzen,Germany,\N,51.193611,14.519722
Altenburg-Nobitz Airport,Altenburg,Germany,AOC,50.981945,12.506389
Dessau Airfield,Dessau,Germany,\N,51.831694,12.190962
Eisenhüttenstadt Airfield,Eisenhuettenstadt,Germany,\N,52.195856,14.58753
Großenhain Airport,Suhl,Germany,\N,51.3080558776855,13.5555562973022
Merseburg Airport,Muehlhausen,Germany,\N,51.3630556,11.9408333
Halle-Oppin Airport,Halle,Germany,\N,51.552223,12.053889
Riesa-Göhlis Airport,Riesa,Germany,IES,51.2936096191,13.3561105728
Rechlin-Lärz Airport,Rechlin-laerz,Germany,REB,53.306388855,12.7522220612
Strausberg Airport,Strausberg,Germany,\N,52.5805549621582,13.9166669845581
Schönhagen Airport,Schoenhagen,Germany,QXH,52.203609,13.156389
Barth Airport,Barth,Germany,BBH,54.338253,12.710515
Jena-Schöngleina Airfield,Jena,Germany,\N,50.915279,11.714444
Kyritz Airport,Kyritz,Germany,\N,52.918888092041,12.4252777099609
"Magdeburg ""City"" Airport",Magdeburg,Germany,ZMG,52.073612,11.626389
Rothenburg/Görlitz Airport,Rothenburg/ol,Germany,\N,51.3633346557617,14.9499998092651
Anklam Airfield,Anklam,Germany,\N,53.832779,13.668611
Cottbus-Drewitz Airport,Cottbus,Germany,CBU,51.889442,14.531944
Kamenz Airport,Kamenz,Germany,\N,51.2969436645508,14.1274995803833
Berlin-Schönefeld Airport,Berlin,Germany,SXF,52.380001,13.5225
Dresden Airport,Dresden,Germany,DRS,51.1328010559082,13.7672004699707
Erfurt Airport,Erfurt,Germany,ERF,50.9798011779785,10.9581003189087
Frankfurt am Main Airport,Frankfurt,Germany,FRA,50.033333,8.570556
Münster Osnabrück Airport,Munster,Germany,FMO,52.134601593,7.68483018875
Hamburg Airport,Hamburg,Germany,HAM,53.630401611328,9.9882297515869
Berlin-Tempelhof International Airport,Berlin,Germany,THF,52.4729995727539,13.4039001464844
Cologne Bonn Airport,Cologne,Germany,CGN,50.8658981323,7.1427397728
Düsseldorf Airport,Duesseldorf,Germany,DUS,51.289501,6.76678
